[b]CHC[/b]
Darin Ruf, 1B SF, 1 year at 0.41 per year
Richard Rodriguez, RP ATL, 1 year at 0.51 per year
Bryan Shaw, RP CLE, 1 year at 0.49 per year
Jose Cisnero, RP DET, 1 year at 0.46 per year
Anibal Sanchez, SP WAS, 1 year at 0.52 per year
Jalen Beeks, RP TB, 1 year at 0.49 per year
Daniel Bard, RP COL, 1 year at 0.41 per year
Sergio Romo, RP SEA, 1 year at 0.41 per year
Paul Blackburn, SP OAK, 1 year at 0.45 per year
Dillon Peters, SP PIT, 1 year at 0.45 per year
Drew VerHagen, RP STL, 1 year at 0.41 per year
Tommy LaStella, 2B SF, 1 year at 0.41 per year
Jose Iglesias, SS COL, 1 year at 0.41 per year
Aaron Hicks, OF NYY, 1 year at 0.41 per year

[b]DET[/b]
Yan Gomes, C CHC, 1 year at 0.40 per year
Aledmys Diaz, 1B/3B HOU, 1 year at 0.40 per year

[b]ATL[/b]
Rich Hill, SP BOS, 1 year at 1.09 per year

[b]BOS[/b]
Seth Brown, OF OAK, 3 years at 0.59 per year
Greg Holland, RP TEX, 1 year at 0.79 per year

[b]NYY[/b]
Luis Arraez, 2B MIN, 3 years at 0.55 per year

[b]NYM[/b]
Yimi Garcia, RP TOR, 2 years at 0.55 per year
JD Davis, 3B NYM, 3 years at 0.45 per year

[b]OAK[/b]
Tommy Pham, OF CIN, 2 years at 2.25 per year
Ian Happ, OF CHC, 4 years at 2.25 per year
Wilmer Flores, 3B SF, 1 year at 0.41 per year - Tiebreaker, first bid
Tony Kemp, 2B OAK, 1 year at 0.40 per year - Tiebreaker, first bid
Tyler Beede, SP SF, 5 years at 0.43 per year

[b]KC[/b]
Dillon Tate, RP BAL, 1 year at 0.52 per year

[b]LAD[/b]
Johnny Cueto, SP CWS, 1 year at 1.80 per year
Thairo Estrada, IF SF, 5 years at 0.40 per year
Brooks Raley, RP TB, 2 years at 0.40 per year

[b]TB[/b]
Yandy Diaz, 1B TB, 2 years at 0.41 per year
Manuel Margot, OF TB, 3 years at 0.45 per year
Colin Moran, 1B CIN, 1 year at 0.50 per year
Joe Jimenez, RP DET, 2 years at 0.40 per year
Caleb Smith, SP ARZ, 1 year at 0.45 per year

[b]PIT[/b]
Pete Fairbanks, RP TB, 1 year at 0.41 per year
Carlos Estevez, RP COL, 1 year at 0.41 per year
Jose LeClerc, RP TEX, 1 year at 0.41 per year

[b]WAS[/b]
Jorge Lopez, SP BAL, 1 year at 0.50 per year

[b]PHI[/b]
Evan Longoria, 3B SF, 2 years at 0.45 per year - Tiebreaker, more years offered

