[b]PIT[/b]
Patrick Sandoval, SP LAA, 5 years at 6.26 per year
AJ Pollock, OF CHC, 1 year at 4.26 per year
Carlos Carrasco, SP NYM, 1 year at 3.81 per year
Seiya Suzuki, OF CHC, 3 years at 6.76 per year
Tyler Wade, IF/OF LAA, 3 years at 0.41 per year

[b]BOS[/b]
Brad Miller, 1B TEX, 2 years at 0.57 per year
Matt Barnes, RP BOS, 2 years at 3.81 per year

[b]OAK[/b]
Christian Vazquez, C BOS, 2 years at 0.65 per year (0.55, 0.75)

[b]NYM[/b]
Blake Snell, SP SD, 4 years at 7.60 per year (6.20, 7.60, 7.60, 9.00)
Max Kepler, OF MIN, 1 year at 0.75 per year
Aaron Hicks, OF NYY, 3 years at 0.45 per year

[b]DET[/b]
James McCann, C NYM, 2 years at 0.50 per year

[b]PHI[/b]
Michael Taylor, OF KC, 1 year at 0.75 per year
Josh Harrison, 2B CWS, 1 year at 0.75 per year

[b]KC[/b]
Oscar Colas, OF CWS, 5 years at 0.52 per year

[b]SD[/b]
Art Warren, RP CIN, 1 year at 2.14 per year
Kyle Higashioka, C NYY, 1 year at 0.55 per year
Robert Suarez, RP SD, 1 year at 2.14 per year
Keegan Akin, SP BAL, 1 year at 0.70 per year

[b]LAD[/b]
Lamonte Wade, OF SF, 3 years at 0.52 per year
Christian Walker, 1B ARZ, 3 years at 0.40 per year

[b]ARZ[/b]
Michael Pineda, SP MIN, 1 year at 2.10 per year
Chris Archer, SP MIN, 1 year at 2.20 per year
Johnny Cueto, SP SF, 1 year at 1.00 per year

[b]SEA[/b]
Jordan Lyles, SP BAL, 1 year at 0.40 per year
Bruce Zimmerman, SP BAL, 3 years at 0.40 per year
Paul DeJong, SS STL, 2 years at 0.40 per year

[b]CLE[/b]
Ryan Tepera, RP LAA, 1 year at 0.41 per year

[b]WAS[/b]
Dinelson Lamet, RP SD, 4 years at 2.50 per year (3.00, 3.00, 2.00, 2.00)
Jordan Hicks, RP STL, 4 years at 2.50 per year (3.00, 3.00, 2.00, 2.00)
Jalen Beeks, RP TB, 3 years at 1.50 per year

[b]NYY[/b]
Pavin Smith, 1B ARZ, 3 years at 0.80 per year
Tyler Anderson, SP LAD, 2 years at 0.75 per year

