[b]KC[/b]
Reese McGuire, C BOS, 1 year at 0.40 per year
Aledmys Diaz, SS OAK, 1 year at 0.52 per year
Kevin Kiermaier, OF TOR, 1 year at 0.42 per year

[b]ATL[/b]
Yonathan Daza, OF COL, 1 year at 0.58 per year
Justin Lawrence, RP COL, 1 year at 0.40 per year

[b]SEA[/b]
Penn Murfee, RP SEA, 1 year at 0.40 per year

[b]PHI[/b]
Jose Urena, SP COL, 1 year at 0.45 per year
Ramon Urias, 2B/3B BAL, 1 year at 0.42 per year

[b]NYM[/b]
Wandy Peralta, RP NYY, 1 year at 0.75 per year
Lane Thomas, OF WAS, 1 year at 0.44 per year

[b]TB[/b]
Adam Oller, SP OAK, 1 year at 0.40 per year

[b]ARZ[/b]
Josh Fleming, RP TB, 1 year at 1.00 per year

[b]PIT[/b]
Trayce Thompson, OF LAD, 1 year at 0.76 per year

