[b]SEA[/b]
Zack Greinke, SP KC, 1 year at 2.00 per year
Javier Baez, SS DET, 1 year at 6.00 per year
Yasmani Grandal, C CWS, 1 year at 2.00 per year
Joey Gallo, OF MIN, 2 years at 2.00 per year
Gary Sanchez, C KC, 1 year at 0.40 per year

[b]TB[/b]
Amir Garrett, RP KC, 1 year at 0.41 per year
Jose Ruiz, RP CWS, 1 year at 0.40 per year
Josh Staumont, RP KC, 1 year at 0.41 per year

[b]ARZ[/b]
Jordan Lyles, SP KC, 1 year at 1.60 per year
Trevor Stephan, RP CLE, 1 year at 1.00 per year
Myles Straw, OF CLE, 1 year at 2.20 per year
Brad Keller, SP KC, 1 year at 1.50 per year
Caleb Thielbar, RP MIN, 1 year at 0.45 per year

[b]KC[/b]
Jorge Lopez, RP MIN, 1 year at 2.52 per year
Max Kepler, OF MIN, 3 years at 0.75 per year (0.65, 0.75, 0.85)
Kendall Graveman, RP CWS, 1 year at 2.52 per year
Liam Hendriks, RP CWS, 3 years at 1.52 per year

[b]BOS[/b]
Aroldis Chapman, RP KC, 1 year at 2.57 per year
Franmil Reyes, OF KC, 3 years at 1.07 per year
Akil Baddoo, OF DET, 5 years at 0.58 per year
Griffin Jax, RP MIN, 1 year at 0.53 per year

[b]OAK[/b]
Nick Gordon, 2B/SS/OF MIN, 5 years at 0.55 per year (0.45, 0.45, 0.55, 0.65, 0.65)
Sam Hentges, RP CLE, 3 years at 0.40 per year

[b]WAS[/b]
Mike Clevinger, SP CWS, 3 years at 2.00 per year

[b]PIT[/b]
Eric Haase, C DET, 1 year at 0.76 per year

[b]SD[/b]
Aaron Bummer, RP CWS, 1 year at 0.73 per year
Gavin Sheets, 1B/OF CWS, 1 year at 0.73 per year
Willi Castro, OF MIN, 1 year at 0.43 per year

[b]PHI[/b]
Lance Lynn, SP CWS, 2 years at 6.25 per year
Kenta Maeda, SP MIN, 2 years at 6.25 per year
Jake Diekman, RP CWS, 5 years at 0.55 per year
Hunter Dozier, OF KC, 1 year at 1.20 per year

