[b]CHC[/b]
Will Vest, RP DET, 1 year at 0.67 per year

[b]LAD[/b]
David Fry, C CLE, 1 year at 0.42 per year
Daulton Jefferies, SP SF, 1 year at 0.42 per year

[b]TB[/b]
Nick Sandlin, RP CLE, 1 year at 0.42 per year
Genesis Cabrera, RP TOR, 1 year at 0.40 per year
Jorge Alcala, RP MIN, 1 year at 0.40 per year

[b]SD[/b]
Connor Joe, 1B PIT, 1 year at 0.43 per year
Jared Walsh, 1B TEX, 1 year at 0.43 per year
Ryan Yarbrough, RP LAD, 1 year at 0.47 per year
Bryan Hoeing, RP MIA, 1 year at 0.43 per year

[b]TOR[/b]
Oswaldo Cabrera, 3B/OF, NYY, 1 year at 1.60 per year

[b]DET[/b]
Garrett Hampson, OF KC, 1 year at 0.40 per year

