[b]DET[/b]
Brandon Drury, 1B/2B LAA, 2 years at 4.50 per year
Carlos Estevez, RP LAA, 1 year at 5.10 per year

[b]BOS[/b]
Dany Jimenez, RP OAK, 2 years at 0.47 per year

[b]SEA[/b]
Patrick Sandoval, SP LAA, 4 years at 3.00 per year
Cal Raleigh, C SEA, 4 years at 4.00 per year

[b]PIT[/b]
Jose Altuve, 2B HOU, 1 year at 12.61 per year
Josh Hader, RP HOU, 2 years at 10.26 per year
Kirby Yates, RP TEX, 1 year at 0.61 per year
Lance McCullers, SP HOU, 3 years at 2.76 per year

[b]ARZ[/b]
Jose Leclerc, RP TEX, 1 year at 6.00 per year
Brent Rooker, OF OAK, 1 year at 2.00 per year
Seth Brown, OF OAK, 1 year at 1.30 per year

[b]NYM[/b]
Jacob DeGrom, SP TEX, 5 years at 8.11 per year (9.70, 6.50, 6.50, 8.20, 9.65)
Taylor Ward, OF LAA, 5 years at 4.27 per year (3.50, 3.50, 4.27, 5.04, 5.04)
Tyler Mahle, SP TEX, 4 years at 0.70 per year
Josh Sborz, RP TEX, 4 years at 1.25 per year (1.00, 1.00, 1.50, 1.50)
Gabe Speier, RP SEA, 3 years at 0.41 per year

[b]NYY[/b]
Nathan Eovaldi, SP TEX, 2 years at 6.50 per year

[b]TB[/b]
Alex Wood, SP OAK, 1 year at 0.71 per year
Anthony Rendon, 3B LAA, 1 year at 0.63 per year
Tyler Anderson, SP LAA, 1 year at 0.62 per year
Miguel Sano, 1B LAA, 1 year at 0.41 per year
Luke Raley, 1B/OF SEA, 1 year at 0.53 per year
Zack Jackson, RP OAK, 1 year at 0.40 per year

[b]OAK[/b]
Marcus Semien, 2B TEX, 2 years at 14.00 per year (11.20, 16.80)
Robert Stephenson, RP LAA, 4 years at 3.50 per year (2.80, 2.80, 4.20, 4.20)

[b]ATL[/b]
Lucas Erceg, RP OAK, 3 years at 0.60 per year

[b]WAS[/b]
Max Scherzer, SP TEX, 2 years at 6.00 per year
Mitch Haniger, OF SEA, 1 year at 0.60 per year

[b]TOR[/b]
Dane Dunning, SP TEX, 2 years at 4.20 per year
Jose Abreu, 1B HOU, 1 year at 5.90 per year

[b]CHC[/b]
Ryan Pressly, RP HOU, 1 year at 2.68 per year
Ross Stripling, SP OAK, 1 year at 0.99 per year
David Roberston, RP TEX, 1 year at 1.99 per year
Mickey Moniak, OF LAA, 3 years at 0.99 per year

