[b]BOS[/b]
Michael Taylor, OF WAS, 1 year at 0.53 per year
Gavin Sheets, 1B/OF CWS, 1 year at 0.43 per year
Jurickson Profar, OF SD, 1 year at 0.43 per year

[b]NYM[/b]
Aaron Ashby, SP MIL, 1 year at 1.22 per year

[b]KC[/b]
Josh Smith, 3B TEX, 1 year at 0.52 per year

[b]CLE[/b]
Hunter Gaddis, RP CLE, 1 year at 0.53 per year

[b]TB[/b]
Joey Bart, C PIT, 1 year at 0.40 per year

[b]WAS[/b]
Bailey Falter, SP PIT, 1 year at 0.50 per year
Joey Gallo, OF WAS, 1 year at 0.50 per year

[b]OAK[/b]
Chris Taylor, SS/3B/OF LAD, 1 year at 0.40 per year
Randal Grichuk, OF ARZ, 1 year at 0.40 per year

