[b]NYM[/b]
Lucas Giolito, SP BOS, 5 years at 2.50 per year (3.00, 2.00, 2.00, 2.50, 3.00)

[b]DET[/b]
Daniel Hudson, RP LAD, 1 year at 0.85 per year

[b]LAD[/b]
JD Davis, 3B OAK, 2 years at 0.40 per year
Richie Palacios, OF TOR, 5 years at 0.40 per year

[b]OAK[/b]
Anthony Bender, RP MIA, 2 years at 0.44 per year
Yimi Garcia, RP TOR, 2 years at 0.41 per year
Yariel Rodriguez, SP TOR, 5 years at 0.60 per year
Jonathan Loaisiga, RP NYY, 3 years at 0.42 per year

[b]BOS[/b]
Paul DeJong, SS CWS, 2 years at 0.40 per year
Alex Wood, SP SF, 2 years at 0.52 per year
Joe Ross, SP MIL, 3 years at 0.43 per year

[b]TB[/b]
Andrew Benintendi, OF CWS, 2 years at 1.03 per year
Christian Pache, OF PHI, 2 years at 0.40 per year
Jake McCarthy, OF ARZ, 3 years at 0.41 per year
Seth Brown, OF OAK, 1 year at 0.40 per year
Hayden Wesneski, RP CHC, 2 years at 0.45 per year
Tanner Rainey, RP WAS, 1 year at 0.41 per year
George Soriano, RP MIA, 4 years at 0.40 per year
Daulton Jefferies, SP SF, 1 year at 0.43 per year

